Make,Model,Variant,Price,Displacement,Sales2022,Sales2021,Color,Highest_sales_state,Cylinders,Emission_Norm,Fuel_Tank_Capacity_ltr,Fuel_Type,Body_Type,Doors,Mileage,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Tyre_Rim,Rear_Tyre_Rim,Power_Steering,Power_Windows,Power,Torque,Seating_Capacity,Boot_Space_ltr
Mahindra,Bolero Power Plus,Zlx,886.398 ,1493 cc,39.348,45.25,white,new jersey,4,BS IV,60,Diesel,SUV,5,12.4 km/litre,5,180 mm,Ventilated Disc,Drum,Independent with Coil Spring mounted on Struts Gas Charged Hydraulic Telescopic Shock Absorbers & Anti Roll Bar,Rigid leaf springs,215/75R15,215/75R15,Yes,All Windows,70ps@3600rpm,195Nm@1400-2200rpm,7,1702
Mahindra,Bolero Power Plus,Slx,851.302 ,1493 cc,14.351,16.503,maroon,texas,4,BS IV,60,Diesel,SUV,5,12.4 km/litre,5,180 mm,Ventilated Disc,Drum,Independent with Coil Spring mounted on Struts Gas Charged Hydraulic Telescopic Shock Absorbers & Anti Roll Bar,Rigid leaf spring,215/75R15,215/75R15,Yes,All Windows,70ps@3600rpm,195Nm@1400-2200rpm,7,
Mahindra,Bolero Power Plus,Sle,785.656 ,1493 cc,26.529,30.508,blue,wisconsin,4,BS IV,60,Diesel,SUV,5,12.4 km/litre,5,180 mm,Ventilated Disc,Drum,Independent with Coil Spring mounted on Struts Gas Charged Hydraulic Telescopic Shock Absorbers & Anti Roll Bar,Rigid leaf springs,215/75R15,215/75R15,Yes,,70ps@3600rpm,195Nm@1400-2200rpm,7,
Mahindra,Bolero Power Plus,Lx,749.192 ,1493 cc,67.956,71.271,black,florida,4,BS IV,60,Diesel,SUV,5,12.4 km/litre,5,180 mm,Ventilated Disc,Drum,IFS coil spring,Rigid leaf spring,215/75R15,215/75R15,Electric Power,,70 bhp @ 3600 rpm,195Nm@1400-2200rpm,7,
Mahindra,Bolero Power Plus,Plus Ac Bs4 Ps,859.497 ,2523 cc,81.174,85.135,yellow,michigan,4,BS IV,60,Diesel,SUV,5,9.4 km/litre,5,195 mm,Solid Disc,Drum,Independent with Coil Spring mounted on Struts Gas Charged Hydraulic Telescopic Shock Absorbers & Anti Roll Bar,Parabolic leaf springs,185 / 75 R 16,185 / 75 R 16,,,63PS@3200rpm,,7,
Mahindra,Bolero Power Plus,Plus Non Ac Bs4 Ps,819.117 ,2523 cc,27.609,28.956,gray,oklahoma,4,BS III,60,Diesel,SUV,5,12.4 km/litre,5,195 mm,Ventilated Disc,Drum,Independent with Coil Spring mounted on Struts Gas Charged Hydraulic Telescopic Shock Absorbers & Anti Roll Bar,Ellipitical leaf springs,215 / 75 R 15,215 / 75 R 15,,,63.9PS@3200RPM,195Nm@1440-2200RPM,9,
Maruti Suzuki,Vitara Brezza,Ldi,762.742 ,1248 cc,20.38,21.374,gray,virginia,4,BS IV,48,Diesel,SUV,5,20 km/litre,5,198 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Torsion beam with coil spring,205/60R16,205/60R16,Electric Power,Only Front Windows,90PS@4000rpm,200Nm@1750rpm,5,328
Maruti Suzuki,Vitara Brezza,Vdi,814.742 ,1248 cc,18.392,19.288,black,michigan,4,BS IV,48,Diesel,SUV,5,20 km/litre,5,198 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Torsion beam with coil spring,205/60R16,205/60R16,Electric Power,All Windows,90PS@4000rpm,200Nm@1750rpm,5,328
Maruti Suzuki,Vitara Brezza,Zdi,892.243 ,1248 cc,27.602,28.948,silver,ohio,4,BS IV,48,Diesel,SUV,5,20 km/litre,5,198 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Torsion beam with coil spring,215/60R16,215/60R16,Electric Power,All Windows,90PS@4000rpm,200Nm@1750rpm,5,328
Maruti Suzuki,Vitara Brezza,Zdi+,987.743 ,1248 cc,16.774,17.592,white,florida,4,BS IV,48,Diesel,SUV,5,20 km/litre,5,198 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Torsion beam with coil spring,215/60R16,215/60R16,Electric Power,All Windows,90PS@4000rpm,200Nm@1750rpm,5,328
Maruti Suzuki,Vitara Brezza,Zdi+ Dual Tone,1003.552 ,1248 cc,3.311,3.471,maroon,california,4,BS IV,48,Diesel,SUV,5,20 km/litre,5,198 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Torsion beam with coil spring,215/60R16,215/60R16,Electric Power,All Windows,90PS@4000rpm,200Nm@1750rpm,5,328
Maruti Suzuki,Vitara Brezza,Zdi+ Ags,1037.742 ,1248 cc,7.998,8.387,yellow,new jersey,4,BS IV,48,Diesel,SUV,5,20 km/litre,5,198 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Torsion beam with coil spring,215/60R16,215/60R16,Electric Power,All Windows,90PS@4000rpm,200Nm@1750rpm,5,328
Maruti Suzuki,Vitara Brezza,Vdi Ags,864.742 ,1248 cc,1.526,1.599,maroon,colorado,4,BS IV,48,Diesel,SUV,5,20 km/litre,5,198 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Torsion beam with coil spring,205/60R16,205/60R16,Electric Power,All Windows,90PS@4000rpm,200Nm@1750rpm,5,328
Maruti Suzuki,Vitara Brezza,Zdi Ags,942.243 ,1248 cc,39.384,41.305,darkgreen,wisconsin,4,BS IV,48,Diesel,SUV,5,20 km/litre,5,198 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Torsion beam with coil spring,215/60R16,215/60R16,Electric Power,All Windows,90PS@4000rpm,200Nm@1750rpm,5,328
Maruti Suzuki,Vitara Brezza,Zdi+ Dual Tone Ags,1059.742 ,1248 cc,14.114,14.802,blue,florida,4,BS IV,48,Diesel,SUV,5,20 km/litre,5,198 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Torsion beam with coil spring,215/60R16,215/60R16,Electric Power,All Windows,90PS@4000rpm,200Nm@1750rpm,5,328
Hyundai,I20 Active,1.2 S,774.035 ,1197 cc,8.588,9.006,caramel,michigan,4,BS IV,40,Petrol,Hatchback,5,15 km/litre,5,190 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,195/55R16,195/55R16,Electric Power,All Windows,83PS@6000rpm,114Nm@4000rpm,5,285
Hyundai,I20 Active,1.2 Sx,858.536 ,1197 cc,20.397,21.391,yellow,colorado,4,BS IV,40,Petrol,Hatchback,5,15 km/litre,6,190 mm,Ventilated Disc,Drum,Mc Pherson Strut with coil spring,Coupled Torsion Beam Axle with coil spring,195/55R16,195/55R16,Electric Power,All Windows,83PS@6000rpm,114Nm@4000rpm,5,285
Hyundai,I20 Active,1.2 Sx Dual Tone,882.298 ,1197 cc,18.78,19.696,white,pennsylvania,4,BS IV,40,Petrol,Hatchback,5,15 km/litre,6,190 mm,Ventilated Disc,Drum,Mc Pherson Strut with coil spring,Coupled Torsion Beam Axle with coil spring,195/55R16,195/55R16,Electric Power,All Windows,83PS@6000rpm,114Nm@4000rpm,5,285
Hyundai,I20 Active,1.4 Sx,993.393 ,1396 cc,1.38,1.447,black,minnesota,4,BS IV,40,Diesel,Hatchback,5,21.19 km/litre,6,190 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,195/55R16,195/55R16,Electric Power,All Windows,90PS@4000rpm,220Nm@1500-2750rpm,5,285
Ford,Ecosport,1.5L Ti-Vct Ambiente,791.000 ,1497 cc,19.747,20.71,gray,michigan,3,BS 6,52,Petrol,SUV,5,,5,200 mm,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,195/65R15,195/65R15,Electric Power,All Windows,123PS@6500rpm,150Nm@4500rpm,5,352
Ford,Ecosport,1.5L Ti-Vct Trend,871.000 ,1497 cc,9.231,9.68,gray,mississippi,3,BS 6,52,Petrol,SUV,5,,5,200 mm,Ventilated Disc,Drum,Semi-independent twist beam with twin gas and oil filled shock absorbers,Semi-independent twist beam with twin gas and oil filled shock absorbers,195/65R15,195/65R15,Electric Power,All Windows,123PS@6500rpm,150Nm@4500rpm,5,352
Ford,Ecosport,1.5L Ti-Vct Titanium,950.000 ,1497 cc,17.527,18.382,black,florida,3,BS 6,52,Petrol,SUV,5,,5,200 mm,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,205/60R16,205/60R16,Electric Power,All Windows,123PS@6500rpm,150Nm@4500rpm,5,352
Ford,Ecosport,1.5L Ti-Vct Titanium Plus At,1130.000 ,1497 cc,91.561,96.029,gray,california,3,BS 6,52,Petrol,SUV,5,,6,200 mm,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,205/50R17,205/50R17,Electric Power,All Windows,123PS@6500rpm,150Nm@4500rpm,5,352
Ford,Ecosport,1.5L Tdci Ambiente,841.000 ,1498 cc,39.35,41.269,black,new jersey,4,BS 6,52,Diesel,SUV,5,,5,200 mm,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,195/65R15,195/65R15,Electric Power,All Windows,100PS@3750RPM,205Nm@1750-3250rpm,5,352
Ford,Ecosport,1.5L Tdci Trend,921.000 ,1498 cc,27.851,29.209,white,pennsylvania,4,BS 6,52,Diesel,SUV,5,,5,200 mm,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,195/65R15,195/65R15,Electric Power,All Windows,100PS@3750RPM,205Nm@1750-3250rpm,5,352
Ford,Ecosport,1.5L Tdci Titanium,999.900 ,1498 cc,83.257,87.319,white,michigan,4,BS 6,52,Diesel,SUV,5,,5,200 mm,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,205/60R16,205/60R16,Electric Power,All Windows,100PS@3750RPM,205Nm@1750-3250rpm,5,352
Ford,Ecosport,1.5L Tdci Titanium Plus,1090.000 ,1498 cc,63.729,66.838,gray,pennsylvania,4,BS 6,52,Diesel,SUV,5,,5,200 mm,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,205/50R17,205/50R17,Electric Power,All Windows,100PS@3750RPM,205Nm@1750-3250rpm,5,352
Ford,Ecosport,1.5L Ti-Vct Titanium Plus,999.900 ,1497 cc,15.943,16.72,blue,michigan,4,BS 6,52,Petrol,SUV,5,,5,200 mm,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,205/50R17,205/50R17,Electric Power,All Windows,123PS@6500rpm,150Nm@4500rpm,5,352
Ford,Ecosport,1.5L Tdci Titanium S,1145.000 ,1498 cc,6.536,6.854,gray,pennsylvania,3,BS 6,52,Diesel,SUV,5,,5,200 mm,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,205/60R16,205/60R16,Electric Power,All Windows,100PS@3750RPM,205Nm@1750-3250rpm,5,352
Ford,Ecosport,1.5L Ti-Vct Thunder Edition,999.900 ,1497 cc,11.185,11.73,silver,michigan,4,BS 6,52,Petrol,SUV,5,,5,200 mm,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,205/50R17,205/50R17,Electric Power,All Windows,123PS@6500rpm,150Nm@4500rpm,5,352
Ford,Ecosport,1.5L Tdci Thunder Edition,1090.000 ,1498 cc,14.785,15.505,gray,pennsylvania,4,BS 6,52,Diesel,SUV,5,,5,200 mm,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,205/50R17,205/50R17,Electric Power,All Windows,100PS@3750RPM,205Nm@1750-3250rpm,5,352
Renault,Duster,Rxe Petrol,799.990 ,1498 cc,145.519,152.619,black,michigan,4,BS IV,50,Petrol,SUV,5,10.2 km/litre,5,205 mm,Ventilated Disc,Drum,Independent McPherson Strut With Coil Spring,Trailing arm with coil springs & double acting shock absorber,215/65R16,215/65R16,Yes,All Windows,106PS@5600rpm,142Nm@4000rpm,5,475
Renault,Duster,Rxs Petrol,919.990 ,1498 cc,135.126,141.719,white,pennsylvania,4,BS IV,50,Petrol,SUV,5,10 km/litre,5,205 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,Trailing arm with coil springs & double acting shock absorber,215/65R16,215/65R16,Yes,All Windows,106PS@5600rpm,142Nm@4000rpm,5,475
Renault,Duster,Rxs (Opt) Cvt,999.990 ,1498 cc,24.629,25.83,black,michigan,4,BS IV,50,Petrol,SUV,5,10 km/litre,6,205 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,Trailing arm with coil springs & double acting shock absorber,215/65R16,215/65R16,Electro-Hydraulic,All Windows,106PS@5600rpm,142Nm@4000rpm,5,475
Renault,Duster,85 Ps Rxe Mt Diesel,929.990 ,1461 cc,42.593,44.67,white,pennsylvania,4,BS IV,50,Diesel,SUV,5,16 km/litre,5,205 mm,Ventilated Disc,Drum,Independent McPherson Strut With Coil Spring,Trailing arm with coil springs & double acting shock absorber,215/65R16,215/65R16,Electric Power,All Windows,85PS@3750rpm,200Nm@1750rpm,5,475
Renault,Duster,85 Ps Rxs Mt Diesel,999.990 ,1461 cc,26.402,27.69,black,michigan,4,BS IV,50,Diesel,SUV,5,16 km/litre,5,205 mm,Ventilated Disc,Drum,Independent McPherson Strut With Coil Spring,Trailing arm with coil springs & double acting shock absorber,215/65R16,215/65R16,Yes,All Windows,85PS@3750rpm,200Nm@1750rpm,5,475
Renault,Duster,110 Ps Rxs Mt Diesel,1119.990 ,1461 cc,17.947,18.822,maroon,pennsylvania,4,BS IV,50,Diesel,SUV,5,16 km/litre,6,205 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,Trailing arm with coil springs & double acting shock absorber,215/65R16,215/65R16,Yes,All Windows,110PS@4000rpm,245Nm@1750rpm,5,475
Renault,Duster,110 Ps Rxz Mt Diesel,1209.990 ,1461 cc,32.299,33.874,white,michigan,4,BS IV,50,Diesel,SUV,5,16 km/litre,6,205 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,Trailing arm with coil springs & double acting shock absorber,215/65R16,215/65R16,Yes,All Windows,110PS@4000rpm,245Nm@1750rpm,5,475
Renault,Duster,110 Ps Rxz Amt Diesel,1249.990 ,1461 cc,21.855,22.921,silver,pennsylvania,4,BS IV,50,Diesel,SUV,5,16 km/litre,6,205 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,Trailing arm with coil springs & double acting shock absorber,215/65R16,215/65R16,Yes,All Windows,110PS@4000rpm,245Nm@1750rpm,5,475
Renault,Duster,110 Ps Rxs Awd (Opt) Diesel,1249.990 ,1461 cc,107.995,113.264,white,michigan,4,BS IV,50,Diesel,SUV,5,16 km/litre,6,205 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,Trailing arm with coil springs & double acting shock absorber,215/65R16,215/65R16,Yes,All Windows,110PS@4000rpm,245Nm@1750rpm,5,475
Hyundai,Verna,1.6 Vtvt Sx,999.900 ,1591 cc,7.854,8.237,white,new jersey,4,BS IV,45,Petrol,Sedan,4,,5,165 mm,Ventilated Disc,Drum,MacPherson struts with coil spring,Couple Torsion Beam Axle,195/55 R16,195/55 R16,Electric Power,All Windows,123PS@6400rpm,151Nm@4850rpm,5,465
Hyundai,Verna,1.6 Crdi Sx,1172.544 ,1582 cc,32.775,34.374,gray,michigan,4,BS IV,45,Diesel,Sedan,4,19.9 km/litre,6,165 mm,Ventilated Disc,Drum,MacPherson struts with coil spring,Couple Torsion Beam Axle,195/55 R16,195/55 R16,Electric Power,All Windows,128ps@4000rpm,260Nm@1500-3000rpm,5,465
Hyundai,Verna,1.6 Crdi Sx (O),1301.881 ,1582 cc,31.148,32.667,silver,pennsylvania,4,BS IV,45,Diesel,Sedan,4,19.9 km/litre,4,165 mm,Ventilated Disc,Drum,MacPherson struts with coil spring,Couple Torsion Beam Axle,195/55 R16,195/55 R16,Electric Power,All Windows,128ps@4000rpm,260Nm@1500-3000rpm,5,465
Hyundai,Verna,1.6 Vtvt Sx (O),1172.999 ,1591 cc,32.306,33.881,gray,michigan,4,BS IV,45,Petrol,Sedan,4,,5,165 mm,Ventilated Disc,Drum,MacPherson struts with coil spring,Couple Torsion Beam Axle,195/55 R16,195/55 R16,Electric Power,All Windows,123PS@6400rpm,151Nm@4850rpm,5,465
Hyundai,Verna,1.6 Crdi Sx Plus At,1328.545 ,1582 cc,13.462,14.118,silver,pennsylvania,4,BS IV,45,Diesel,Sedan,4,14 km/litre,4,165 mm,Ventilated Disc,Drum,McPherson struts with coil spring,Couple Torsion Beam Axle,195/55R16,195/55R16,Electric Power,All Windows,128ps@4000rpm,260Nm@1500-3000rpm,5,465
Hyundai,Verna,1.6 Vtvt Sx(O) At,1287.999 ,1591 cc,53.48,56.089,white,michigan,4,BS IV,45,Petrol,Sedan,4,,4,165 mm,Ventilated Disc,Drum,McPherson struts with coil spring,Couple Torsion Beam Axle,195/55 R16,195/55 R16,Electric Power,All Windows,123PS@6400rpm,155Nm@4850rpm,5,465
Hyundai,Verna,1.4 Vtvt Ex,933.182 ,1396 cc,30.696,16.482,silver,pennsylvania,4,BS IV,45,Petrol,Sedan,4,,5,165 mm,Ventilated Disc,Drum,MacPherson struts with coil spring,Couple Torsion Beam Axle,195/55R16,195/55R16,Electric Power,All Windows,100PS@6000rpm,133Nm@4000rpm,5,465
Hyundai,Verna,1.4 Vtvt E,817.867 ,1396 cc,76.034,40.828,white,michigan,4,BS IV,45,Petrol,Sedan,4,,5,165 mm,Ventilated Disc,Drum,MacPherson struts with coil spring,Couple Torsion Beam Axle,195/55R16,195/55R16,Electric Power,All Windows,100PS@6000rpm,133Nm@4000rpm,5,465
Hyundai,Verna,1.6 Vtvt Sx (O) Anniversary Edition,1178.894 ,1591 cc,4.734,2.541,maroon,pennsylvania,4,BS IV,45,Petrol,Sedan,4,,5,165 mm,Ventilated Disc,Drum,MacPherson struts with coil spring,Couple Torsion Beam Axle,195/55 R16,195/55 R16,Electric Power,All Windows,123PS@6400rpm,151Nm@4850rpm,5,465
Hyundai,Verna,1.6 Vtvt Sx Plus At,1162.875 ,1591 cc,71.186,36.313,white,michigan,4,BS IV,45,Petrol,Sedan,4,,6,165 mm,Ventilated Disc,Drum,McPherson struts with coil spring,Couple Torsion Beam Axle,195/55 R16,195/55 R16,Electric Power,All Windows,123PS@6400rpm,155Nm@4850rpm,5,465
Hyundai,Verna,1.6 Crdi Sx(O) At,1407.871 ,1582 cc,88.028,44.905,white,pennsylvania,4,BS IV,45,Diesel,Sedan,4,14 km/litre,6,165 mm,Ventilated Disc,Drum,McPherson struts with coil spring,Couple Torsion Beam Axle,195/55R16,195/55R16,Electric Power,All Windows,128ps@4000rpm,260Nm@1500-3000rpm,5,465
Hyundai,Verna,1.4 Crdi E,942.867 ,1396 cc,0.916,0.466,black,michigan,4,BS IV,45,Diesel,Sedan,4,,5,165 mm,Ventilated Disc,Drum,MacPherson struts with coil spring,Couple Torsion Beam Axle,195/55R16,195/55R16,Electric Power,All Windows,100PS@6000rpm,133Nm@4000rpm,5,465
Hyundai,Verna,1.4 Crdi Ex,999.900 ,1396 cc,227.061,115.831,white,pennsylvania,4,BS IV,45,Diesel,Sedan,4,,5,165 mm,Ventilated Disc,Drum,MacPherson struts with coil spring,Couple Torsion Beam Axle,195/55R16,195/55R16,Electric Power,All Windows,100PS@6000rpm,133Nm@4000rpm,5,465
Mahindra,Xuv300,1.2 W4,830.127 ,1197 cc,16.767,8.552,black,michigan,,BS 6,42,Petrol,SUV,5,,6,180 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,205/65 R16,205/65 R16,Yes,Only Front Windows,109bhp@5000RPM,200Nm@2000rpm,5,259
Mahindra,Xuv300,1.2 W6,915.128 ,1197 cc,31.038,15.833,black,pennsylvania,,BS 6,42,Petrol,SUV,5,,6,180 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,205/65 R16,205/65 R16,Yes,Only Front Windows,109bhp@5000RPM,200Nm@2000rpm,5,259
Mahindra,Xuv300,1.2 W8,1060.129 ,1197 cc,111.313,56.783,white,michigan,,BS 6,42,Petrol,SUV,5,,6,180 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,205/65 R16,205/65 R16,Yes,All Windows,109bhp@5000RPM,200Nm@2000rpm,5,259
Mahindra,Xuv300,1.2 W8(O),1184.129 ,1197 cc,101.323,51.687,silver,illinois,,BS 6,42,Petrol,SUV,5,,6,180 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,205/65 R16,205/65 R16,Yes,All Windows,109bhp@5000RPM,200Nm@2000rpm,5,259
Mahindra,Xuv300,1.5 W4,869.131 ,1497 cc,181.749,92.716,black,michigan,,BS 6,42,Diesel,SUV,5,,6,180 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,205/65 R16,205/65 R16,Yes,All Windows,115bhp@3750rpm,300Nm@1500rpm,5,259
Mahindra,Xuv300,1.5 W6,950.131 ,1497 cc,70.227,35.824,silver,illinois,,BS 6,42,Diesel,SUV,5,,6,180 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,205/65 R16,205/65 R16,Yes,All Windows,115bhp@3750rpm,300Nm@1500rpm,5,259
Mahindra,Xuv300,1.5 W8,1095.129 ,1497 cc,113.369,57.832,black,michigan,,BS 6,42,Diesel,SUV,5,,6,180 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,205/65 R16,205/65 R16,Yes,All Windows,115bhp@3750rpm,300Nm@1500rpm,5,259
Mahindra,Xuv300,1.5 W8 (O),1214.130 ,1497 cc,35.068,17.888,white,florida,,BS 6,42,Diesel,SUV,5,,6,180 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,205/65 R16,205/65 R16,Yes,All Windows,115bhp@3750rpm,300Nm@1500rpm,5,259
Mahindra,Xuv300,1.5 W8 Amt,1149.800 ,1497 cc,245.815,125.398,maroon,michigan,,BS 6,42,Diesel,SUV,5,,6,180 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,205/65 R16,205/65 R16,Yes,All Windows,115bhp@3750rpm,300Nm@1500rpm,5,259
Mahindra,Xuv300,1.5 W8 (O) Amt,1269.131 ,1497 cc,175.67,89.615,white,florida,,BS 6,42,Diesel,SUV,5,,6,180 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,205/65 R16,205/65 R16,Yes,All Windows,115bhp@3750rpm,300Nm@1500rpm,5,259
Mahindra,Xuv300,1.5 W6 Amt,999.000 ,1497 cc,63.403,32.343,silver,michigan,4,BS 6,42,Diesel,SUV,5,,6,180 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut with anti-roll bar,Twist beam suspension with coil spring,205/65 R16,205/65 R16,Yes,All Windows,115bhp@3750rpm,300Nm@1500rpm,5,259
Renault,Lodgy,85 Ps Std,863.299 ,1461 cc,276.747,141.178,silver,florida,4,BS IV,50,Diesel,MUV,4,21.04 km/litre,5,174 mm,Ventilated Disc,Drum,,,185 / 65 R15,185 / 65 R15,Electro-Hydraulic,,85PS@3750rpm,200Nm@1900rpm,8,207
Renault,Lodgy,85 Ps Rxe 8 Seater,964.199 ,1461 cc,155.787,79.472,beige,michigan,4,BS IV,50,Diesel,MUV,4,21.04 km/litre,5,174 mm,Ventilated Disc,Drum,,Torsion Beam with Anti roll bars,185 / 65 R15,185 / 65 R15,Electro-Hydraulic,All Windows,85PS@3750rpm,200Nm@1900rpm,8,207
Renault,Lodgy,Stepway Rxz 110Ps 8-Seater,1211.599 ,1461 cc,125.338,63.939,maroon,florida,4,BS IV,50,Diesel,MUV,4,21.04 km/litre,6,174 mm,Ventilated Disc,Drum,2-link double-wishbone aluminum-alloy suspension with aluminum subframe,3-link rigid axle with coil spring,185/65 R15,185/65 R15,Electro-Hydraulic,All Windows,110PS@4000rpm,245Nm@1750rpm,7,759
Renault,Lodgy,Stepway Rxz 110Ps 7-Seater,1211.599 ,1461 cc,220.65,112.56,maroon,michigan,4,BS IV,50,Diesel,MUV,4,21.04 km/litre,6,174 mm,Ventilated Disc,Drum,2-link double-wishbone aluminum-alloy suspension with aluminum subframe,3 link coil spring suspension,185/65 R15,185/65 R15,Electro-Hydraulic,All Windows,110PS@4000rpm,245Nm@1750rpm,7,207
Renault,Lodgy,Stepway Rxl 85Ps 8-Seater,1053.899 ,1461 cc,540.561,275.759,white,texas,4,BS IV,50,Diesel,MUV,4,21.04 km/litre,5,174 mm,Ventilated Disc,Drum,,,185/65 R16,185/65 R16,Electro-Hydraulic,All Windows,85PS@3750rpm,200Nm@1900rpm,8,207
Renault,Lodgy,Stepway Rxz 85Ps 8-Seater,1130.099 ,1461 cc,199.685,101.865,white,michigan,4,BS IV,50,Diesel,MUV,4,21.04 km/litre,5,174 mm,Ventilated Disc,Drum,,,185/65 R16,185/65 R16,Electro-Hydraulic,All Windows,85PS@3750rpm,200Nm@1900rpm,8,207
Renault,Lodgy,85 Ps Rxe 7 Seater,964.199 ,1461 cc,230.902,117.791,black,texas,4,BS IV,50,Diesel,MUV,4,21.04 km/litre,5,174 mm,Ventilated Disc,Drum,,Torsion Beam with Anti roll bars,185 / 65 R15,185 / 65 R15,Electro-Hydraulic,All Windows,85PS@3750rpm,200Nm@1900rpm,7,207
Volkswagen,Vento,Trendline 1.6 (P),876.500 ,1598 cc,73.203,37.342,white,michigan,4,BS IV,55,Petrol,Sedan,5,12.1 km/litre,5,163 mm,Ventilated Disc,Drum,McPherson strut with stabiliser bar,Semi-independent trailing arm,175/70R14,175/70R14,Electric Power,All Windows,105PS@5250rpm,153Nm@3800rpm,5,494
Volkswagen,Vento,Highline 1.6 (P),999.900 ,1598 cc,12.855,6.557,white,michigan,4,BS IV,55,Petrol,Sedan,4,,5,163 mm,Ventilated Disc,Drum,McPherson strut with stabiliser bar,Semi-independent trailing arm,185/60R15,185/60R15,Electric Power,All Windows,105PS@5250rpm,153Nm@3800rpm,5,494
Volkswagen,Vento,Comfortline 1.6 (P),999.900 ,1598 cc,76.029,38.784,gray,michigan,4,BS IV,55,Petrol,Sedan,4,,5,163 mm,Ventilated Disc,Drum,McPherson strut with stabiliser bar,Semi-independent trailing arm,185/60R15,185/60R15,Electric Power,All Windows,105PS@5250rpm,153Nm@3800rpm,5,494
Volkswagen,Vento,Highline 1.2 (P) Dsg,1197.500 ,1197 cc,41.184,21.008,blue,michigan,4,BS IV,55,Petrol,Sedan,4,,7,163 mm,Ventilated Disc,Drum,McPherson strut with stabiliser bar,Semi-independent trailing arm,185/60R15,185/60R15,Electric Power,All Windows,105PS@5000rpm,175Nm@1500-4100rpm,5,494
Volkswagen,Vento,Highline Plus 1.2 (P) Dsg,1449.500 ,1197 cc,66.692,34.021,silver,michigan,4,BS IV,55,Petrol,Sedan,4,,7,163 mm,Ventilated Disc,Drum,McPherson strut with stabiliser bar,Semi-independent trailing arm,185/60R15,185/60R15,Electric Power,All Windows,105PS@5000rpm,175Nm@1500-4100rpm,5,494
Volkswagen,Vento,Trendline 1.5 (D),958.500 ,1498 cc,29.45,15.022,black,wisconsin,4,BS IV,55,Diesel,Sedan,4,,5,163 mm,Ventilated Disc,Drum,McPherson strut with stabiliser bar,Semi-independent trailing arm,175/70R14,175/70R14,Electric Power,All Windows,105PS@4400rpm,250Nm@1500-2500rpm,5,494
